x,t,u
0.51,1.175,-0.045331564
0.52,1.175,-0.052917276
0.53,1.175,-0.06566797
0.54,1.175,-0.08369126
0.55,1.175,-0.10703777
0.56,1.175,-0.13561712
0.5700000000000001,1.175,-0.16911258
0.58,1.175,-0.2069091
0.59,1.175,-0.2480451
0.6,1.175,-0.29120386
0.61,1.175,-0.33474794
0.62,1.175,-0.37680098
0.63,1.175,-0.41536903
0.64,1.175,-0.4484928
0.65,1.175,-0.47440934
0.66,1.175,-0.49170604
0.67,1.175,-0.49944872
0.68,1.175,-0.4972634
0.6900000000000001,1.175,-0.48536357
0.7000000000000001,1.175,-0.46452245
0.71,1.175,-0.43599033
0.72,1.175,-0.4013721
0.73,1.175,-0.36248213
0.74,1.175,-0.3211894
0.75,1.175,-0.27927765
0.76,1.175,-0.2383279
0.77,1.175,-0.19963615
0.78,1.175,-0.16416834
0.79,1.175,-0.13255149
0.8,1.175,-0.10509525
0.81,1.175,-0.08183537
0.8200000000000001,1.175,-0.0625912
0.8300000000000001,1.175,-0.04702768
0.84,1.175,-0.034714777
0.85,1.175,-0.02517957
0.86,1.175,-0.017947573
0.87,1.175,-0.012572885
0.88,1.175,-0.008657541
0.89,1.175,-0.0058602286
0.9,1.175,-0.0038998695
0.91,1.175,-0.002551827
0.92,1.175,-0.0016418797
0.93,1.175,-0.0010386911
0.9400000000000001,1.175,-0.0006462439
0.9500000000000001,1.175,-0.00039476433
0.96,1.175,-0.0002362458
0.97,1.175,-0.00013698154
0.98,1.175,-7.4322386e-05
0.99,1.175,-3.2575328e-05
1.0,1.175,0.0

0.0,1.18,0.0
0.01,1.18,-4.2862106e-05
0.02,1.18,-9.726861e-05
0.03,1.18,-0.00017841405
0.04,1.18,-0.00030514968
0.05,1.18,-0.0005062283
0.06,1.18,-0.0008217395
0.07,1.18,-0.0013098939
0.08,1.18,-0.0020531171
0.09,1.18,-0.003163926
0.1,1.18,-0.0047941674
0.11,1.18,-0.007142449
0.12,1.18,-0.010460837
0.13,1.18,-0.015060442
0.14,1.18,-0.021311507
0.15,1.18,-0.029637447
0.16,1.18,-0.040501423
0.17,1.18,-0.054381542
0.18,1.18,-0.07173469
0.19,1.18,-0.09295074
0.2,1.18,-0.11829482
0.21,1.18,-0.14784752
0.22,1.18,-0.18144244
0.23,1.18,-0.21861632
0.24,1.18,-0.2585737
0.25,1.18,-0.30018127
0.26,1.18,-0.34199297
0.27,1.18,-0.38231438
0.28,1.18,-0.4193029
0.29,1.18,-0.45109877
0.3,1.18,-0.47597253
0.31,1.18,-0.4924794
0.32,1.18,-0.49959362
0.33,1.18,-0.49681395
0.34,1.18,-0.48421898
0.35000000000000003,1.18,-0.46246916
0.36,1.18,-0.43274897
0.37,1.18,-0.39666253
0.38,1.18,-0.35608873
0.39,1.18,-0.31301948
0.4,1.18,-0.26940042
0.41000000000000003,1.18,-0.22699039
0.42,1.18,-0.18725765
0.43,1.18,-0.15131813
0.44,1.18,-0.1199227
0.45,1.18,-0.09348351
0.46,1.18,-0.072136536
0.47000000000000003,1.18,-0.05582118
0.48,1.18,-0.04437122
0.49,1.18,-0.03759748
0.5,1.18,-0.035357025
0.51,1.18,-0.03759748
0.52,1.18,-0.04437122
0.53,1.18,-0.05582118
0.54,1.18,-0.072136536
0.55,1.18,-0.09348351
0.56,1.18,-0.1199227
0.5700000000000001,1.18,-0.15131813
0.58,1.18,-0.18725765
0.59,1.18,-0.22699039
0.6,1.18,-0.26940042
0.61,1.18,-0.31301948
0.62,1.18,-0.35608873
0.63,1.18,-0.39666253
0.64,1.18,-0.43274897
0.65,1.18,-0.46246916
0.66,1.18,-0.48421898
0.67,1.18,-0.49681395
0.68,1.18,-0.49959362
0.6900000000000001,1.18,-0.4924794
0.7000000000000001,1.18,-0.47597253
0.71,1.18,-0.45109877
0.72,1.18,-0.4193029
0.73,1.18,-0.38231438
0.74,1.18,-0.34199297
0.75,1.18,-0.30018127
0.76,1.18,-0.2585737
0.77,1.18,-0.21861632
0.78,1.18,-0.18144244
0.79,1.18,-0.14784752
0.8,1.18,-0.11829482
0.81,1.18,-0.09295074
0.8200000000000001,1.18,-0.07173469
0.8300000000000001,1.18,-0.054381542
0.84,1.18,-0.040501423
0.85,1.18,-0.029637447
0.86,1.18,-0.021311507
0.87,1.18,-0.015060442
0.88,1.18,-0.010460837
0.89,1.18,-0.007142449
0.9,1.18,-0.0047941674
0.91,1.18,-0.003163926
0.92,1.18,-0.0020531171
0.93,1.18,-0.0013098939
0.9400000000000001,1.18,-0.0008217395
0.9500000000000001,1.18,-0.0005062283
0.96,1.18,-0.00030514968
0.97,1.18,-0.00017841405
0.98,1.18,-9.726861e-05
0.99,1.18,-4.2862106e-05
1.0,1.18,0.0

0.0,1.185,0.0
0.01,1.185,-5.6034984e-05
0.02,1.185,-0.00012689957
0.03,1.185,-0.0002312441
0.04,1.185,-0.0003926393
0.05,1.185,-0.0006463004
0.06,1.185,-0.0010403958
0.07,1.185,-0.0016448639
0.08,1.185,-0.002556251
0.09,1.185,-0.003905883
0.1,1.185,-0.0058679753
0.11,1.185,-0.008667196
0.12,1.185,-0.012584437
0.13,1.185,-0.017960865
0.14,1.185,-0.025194159
0.15,1.185,-0.03472983
0.16,1.185,-0.047042105
0.17,1.185,-0.06260366
0.18,1.185,-0.0818439
0.19,1.185,-0.10509811
0.2,1.185,-0.13254654
0.21,1.185,-0.1641541
0.22,1.185,-0.19961128
0.23,1.185,-0.23829237
0.24,1.185,-0.27923205
0.25,1.185,-0.32113594
0.26,1.185,-0.36242396
0.27,1.185,-0.40131342
0.28,1.185,-0.43593556
0.29,1.185,-0.46447667
0.3,1.185,-0.4853309
0.31,1.185,-0.4972471
0.32,1.185,-0.49945036
0.33,1.185,-0.49172536
0.34,1.185,-0.47444323
0.35000000000000003,1.185,-0.4485364
0.36,1.185,-0.4154136
0.37,1.185,-0.37683418
0.38,1.185,-0.33475262
0.39,1.185,-0.29115355
0.4,1.185,-0.24789923
0.41000000000000003,1.185,-0.20660499
0.42,1.185,-0.1685545
0.43,1.185,-0.13465971
0.44,1.185,-0.105467334
0.45,1.185,-0.0812023
0.46,1.185,-0.06183971
0.47000000000000003,1.185,-0.04719074
0.48,1.185,-0.03699422
0.49,1.185,-0.03099672
0.5,1.185,-0.029019168
0.51,1.185,-0.03099672
0.52,1.185,-0.03699422
0.53,1.185,-0.04719074
0.54,1.185,-0.06183971
0.55,1.185,-0.0812023
0.56,1.185,-0.105467334
0.5700000000000001,1.185,-0.13465971
0.58,1.185,-0.1685545
0.59,1.185,-0.20660499
0.6,1.185,-0.24789923
0.61,1.185,-0.29115355
0.62,1.185,-0.33475262
0.63,1.185,-0.37683418
0.64,1.185,-0.4154136
0.65,1.185,-0.4485364
0.66,1.185,-0.47444323
0.67,1.185,-0.49172536
0.68,1.185,-0.49945036
0.6900000000000001,1.185,-0.4972471
0.7000000000000001,1.185,-0.4853309
0.71,1.185,-0.46447667
0.72,1.185,-0.43593556
0.73,1.185,-0.40131342
0.74,1.185,-0.36242396
0.75,1.185,-0.32113594
0.76,1.185,-0.27923205
0.77,1.185,-0.23829237
0.78,1.185,-0.19961128
0.79,1.185,-0.1641541
0.8,1.185,-0.13254654
0.81,1.185,-0.10509811
0.8200000000000001,1.185,-0.0818439
0.8300000000000001,1.185,-0.06260366
0.84,1.185,-0.047042105
0.85,1.185,-0.03472983
0.86,1.185,-0.025194159
0.87,1.185,-0.017960865
0.88,1.185,-0.012584437
0.89,1.185,-0.008667196
0.9,1.185,-0.0058679753
0.91,1.185,-0.003905883
0.92,1.185,-0.002556251
0.93,1.185,-0.0016448639
0.9400000000000001,1.185,-0.0010403958
0.9500000000000001,1.185,-0.0006463004
0.96,1.185,-0.0003926393
0.97,1.185,-0.0002312441
0.98,1.185,-0.00012689957
0.99,1.185,-5.6034984e-05
1.0,1.185,0.0

0.0,1.19,0.0
0.01,1.19,-7.291526e-05
0.02,1.19,-0.00016490051
0.03,1.19,-0.00029833682
0.04,1.19,-0.0005031954
0.05,1.19,-0.00082148105
0.06,1.19,-0.0013116454
0.07,1.19,-0.0020565635
0.08,1.19,-0.003168946
0.09,1.19,-0.0048009553
0.1,1.19,-0.0071510654
0.11,1.19,-0.010471448
0.12,1.19,-0.015072834
0.13,1.19,-0.021325504
0.14,1.19,-0.029652406
0.15,1.19,-0.040516365
0.16,1.19,-0.05439511
0.17,1.19,-0.07174545
0.18,1.19,-0.09295661
0.19,1.19,-0.118294045
0.2,1.19,-0.14783804
0.21,1.19,-0.18142308
0.22,1.19,-0.21858609
0.23,1.19,-0.25853306
0.24,1.19,-0.30013147
0.25,1.19,-0.34193665
0.26,1.19,-0.38225532
0.27,1.19,-0.41924563
0.28,1.19,-0.45104796
0.29,1.19,-0.47593287
0.3,1.19,-0.49245477
0.31,1.19,-0.49958655
0.32,1.19,-0.49682504
0.33,1.19,-0.48424748
0.34,1.19,-0.46251127
0.35000000000000003,1.19,-0.43279964
0.36,1.19,-0.39671403
0.37,1.19,-0.3561303
0.38,1.19,-0.31303713
0.39,1.19,-0.2693738
0.4,1.19,-0.22688806
0.41000000000000003,1.19,-0.18703052
0.42,1.19,-0.15089028
0.43,1.19,-0.119176894
0.44,1.19,-0.092243806
0.45,1.19,-0.0701467
0.46,1.19,-0.05272129
0.47000000000000003,1.19,-0.039673414
0.48,1.19,-0.030666973
0.49,1.19,-0.025400946
0.5,1.19,-0.023670087
0.51,1.19,-0.025400946
0.52,1.19,-0.030666973
0.53,1.19,-0.039673414
0.54,1.19,-0.05272129
0.55,1.19,-0.0701467
0.56,1.19,-0.092243806
0.5700000000000001,1.19,-0.119176894
0.58,1.19,-0.15089028
0.59,1.19,-0.18703052
0.6,1.19,-0.22688806
0.61,1.19,-0.2693738
0.62,1.19,-0.31303713
0.63,1.19,-0.3561303
0.64,1.19,-0.39671403
0.65,1.19,-0.43279964
0.66,1.19,-0.46251127
0.67,1.19,-0.48424748
0.68,1.19,-0.49682504
0.6900000000000001,1.19,-0.49958655
0.7000000000000001,1.19,-0.49245477
0.71,1.19,-0.47593287
0.72,1.19,-0.45104796
0.73,1.19,-0.41924563
0.74,1.19,-0.38225532
0.75,1.19,-0.34193665
0.76,1.19,-0.30013147
0.77,1.19,-0.25853306
0.78,1.19,-0.21858609
0.79,1.19,-0.18142308
0.8,1.19,-0.14783804
0.81,1.19,-0.118294045
0.8200000000000001,1.19,-0.09295661
0.8300000000000001,1.19,-0.07174545
0.84,1.19,-0.05439511
0.85,1.19,-0.040516365
0.86,1.19,-0.029652406
0.87,1.19,-0.021325504
0.88,1.19,-0.015072834
0.89,1.19,-0.010471448
0.9,1.19,-0.0071510654
0.91,1.19,-0.0048009553
0.92,1.19,-0.003168946
0.93,1.19,-0.0020565635
0.9400000000000001,1.19,-0.0013116454
0.9500000000000001,1.19,-0.00082148105
0.96,1.19,-0.0005031954
0.97,1.19,-0.00029833682
0.98,1.19,-0.00016490051
0.99,1.19,-7.291526e-05
1.0,1.19,0.0

0.0,1.195,0.0
0.01,1.195,-9.456304e-05
0.02,1.195,-0.00021326423
0.03,1.195,-0.0003832851
0.04,1.195,-0.00064210827
0.05,1.195,-0.0010396314
0.06,1.195,-0.0016465833
0.07,1.195,-0.0025601292
0.08,1.195,-0.003911548
0.09,1.195,-0.0058755525
0.1,1.195,-0.008676724
0.11,1.195,-0.012595951
0.12,1.195,-0.017974053
0.13,1.195,-0.0252087
0.14,1.195,-0.03474492
0.15,1.195,-0.047056597
0.16,1.195,-0.06261601
0.17,1.195,-0.08185244
0.18,1.195,-0.105100885
0.19,1.195,-0.13254161
0.2,1.195,-0.1641398
0.21,1.195,-0.19958657
0.22,1.195,-0.23825689
0.23,1.195,-0.2791866
0.24,1.195,-0.32108256
0.25,1.195,-0.36236572
0.26,1.195,-0.4012546
0.27,1.195,-0.43588084
0.28,1.195,-0.464431
0.29,1.195,-0.4852983
0.3,1.195,-0.4972311
0.31,1.195,-0.49945268
0.32,1.195,-0.4917457
0.33,1.195,-0.4744799
0.34,1.195,-0.44858548
0.35000000000000003,1.195,-0.41546938
0.36,1.195,-0.37688994
0.37,1.195,-0.33479905
0.38,1.195,-0.2911791
0.39,1.195,-0.24788848
0.4,1.195,-0.20653394
0.41000000000000003,1.195,-0.16838539
0.42,1.195,-0.13433276
0.43,1.195,-0.104889154
0.44,1.195,-0.080229275
0.45,1.195,-0.06025903
0.46,1.195,-0.044697255
0.47000000000000003,1.195,-0.033166446
0.48,1.195,-0.02527483
0.49,1.195,-0.020688964
0.5,1.195,-0.019186435
0.51,1.195,-0.020688964
0.52,1.195,-0.02527483
0.53,1.195,-0.033166446
0.54,1.195,-0.044697255
0.55,1.195,-0.06025903
0.56,1.195,-0.080229275
0.5700000000000001,1.195,-0.104889154
0.58,1.195,-0.13433276
0.59,1.195,-0.16838539
0.6,1.195,-0.20653394
0.61,1.195,-0.24788848
0.62,1.195,-0.2911791
0.63,1.195,-0.33479905
0.64,1.195,-0.37688994
0.65,1.195,-0.41546938
0.66,1.195,-0.44858548
0.67,1.195,-0.4744799
0.68,1.195,-0.4917457
0.6900000000000001,1.195,-0.49945268
0.7000000000000001,1.195,-0.4972311
0.71,1.195,-0.4852983
0.72,1.195,-0.464431
0.73,1.195,-0.43588084
0.74,1.195,-0.4012546
0.75,1.195,-0.36236572
0.76,1.195,-0.32108256
0.77,1.195,-0.2791866
0.78,1.195,-0.23825689
0.79,1.195,-0.19958657
0.8,1.195,-0.1641398
0.81,1.195,-0.13254161
0.8200000000000001,1.195,-0.105100885
0.8300000000000001,1.195,-0.08185244
0.84,1.195,-0.06261601
0.85,1.195,-0.047056597
0.86,1.195,-0.03474492
0.87,1.195,-0.0252087
0.88,1.195,-0.017974053
0.89,1.195,-0.012595951
0.9,1.195,-0.008676724
0.91,1.195,-0.0058755525
0.92,1.195,-0.003911548
0.93,1.195,-0.0025601292
0.9400000000000001,1.195,-0.0016465833
0.9500000000000001,1.195,-0.0010396314
0.96,1.195,-0.00064210827
0.97,1.195,-0.0003832851
0.98,1.195,-0.00021326423
0.99,1.195,-9.456304e-05
1.0,1.195,0.0

0.0,1.2,0.0
0.01,1.2,-0.00012224536
0.02,1.2,-0.00027445785
0.03,1.2,-0.00049043394
0.04,1.2,-0.00081569614
0.05,1.2,-0.0013101391
0.06,1.2,-0.0020581698
0.07,1.2,-0.0031731632
0.08,1.2,-0.004807296
0.09,1.2,-0.0071594417
0.1,1.2,-0.010481896
0.11,1.2,-0.015085172
0.12,1.2,-0.021339409
0.13,1.2,-0.02966729
0.14,1.2,-0.040531296
0.15,1.2,-0.054408763
0.16,1.2,-0.07175617
0.17,1.2,-0.09296244
0.18,1.2,-0.11829323
0.19,1.2,-0.14782855
0.2,1.2,-0.18140371
0.21,1.2,-0.21855594
0.22,1.2,-0.25849253
0.23,1.2,-0.30008173
0.24,1.2,-0.34188047
0.25,1.2,-0.38219622
0.26,1.2,-0.4191882
0.27,1.2,-0.45099702
0.28,1.2,-0.47589332
0.29,1.2,-0.4924301
0.3,1.2,-0.49957964
0.31,1.2,-0.49683666
0.32,1.2,-0.48427668
0.33,1.2,-0.4625552
0.34,1.2,-0.43285426
0.35000000000000003,1.2,-0.3967733
0.36,1.2,-0.356188
0.37,1.2,-0.31308553
0.38,1.2,-0.2694034
0.39,1.2,-0.22688717
0.4,1.2,-0.18698132
0.41000000000000003,1.2,-0.15076423
0.42,1.2,-0.1189275
0.43,1.2,-0.091797344
0.44,1.2,-0.06938715
0.45,1.2,-0.051473476
0.46,1.2,-0.03768096
0.47000000000000003,1.2,-0.027569275
0.48,1.2,-0.020709125
0.49,1.2,-0.016747817
0.5,1.2,-0.015454049
0.51,1.2,-0.016747817
0.52,1.2,-0.020709125
0.53,1.2,-0.027569275
0.54,1.2,-0.03768096
0.55,1.2,-0.051473476
0.56,1.2,-0.06938715
0.5700000000000001,1.2,-0.091797344
0.58,1.2,-0.1189275
0.59,1.2,-0.15076423
0.6,1.2,-0.18698132
0.61,1.2,-0.22688717
0.62,1.2,-0.2694034
0.63,1.2,-0.31308553
0.64,1.2,-0.356188
0.65,1.2,-0.3967733
0.66,1.2,-0.43285426
0.67,1.2,-0.4625552
0.68,1.2,-0.48427668
0.6900000000000001,1.2,-0.49683666
0.7000000000000001,1.2,-0.49957964
0.71,1.2,-0.4924301
0.72,1.2,-0.47589332
0.73,1.2,-0.45099702
0.74,1.2,-0.4191882
0.75,1.2,-0.38219622
0.76,1.2,-0.34188047
0.77,1.2,-0.30008173
0.78,1.2,-0.25849253
0.79,1.2,-0.21855594
0.8,1.2,-0.18140371
0.81,1.2,-0.14782855
0.8200000000000001,1.2,-0.11829323
0.8300000000000001,1.2,-0.09296244
0.84,1.2,-0.07175617
0.85,1.2,-0.054408763
0.86,1.2,-0.040531296
0.87,1.2,-0.02966729
0.88,1.2,-0.021339409
0.89,1.2,-0.015085172
0.9,1.2,-0.010481896
0.91,1.2,-0.0071594417
0.92,1.2,-0.004807296
0.93,1.2,-0.0031731632
0.9400000000000001,1.2,-0.0020581698
0.9500000000000001,1.2,-0.0013101391
0.96,1.2,-0.00081569614
0.97,1.2,-0.00049043394
0.98,1.2,-0.00027445785
0.99,1.2,-0.00012224536
1.0,1.2,0.0

0.0,1.205,0.0
0.01,1.205,-0.00015741946
0.02,1.205,-0.00035159237
0.03,1.205,-0.00062490435
0.04,1.205,-0.0010315792
0.05,1.205,-0.0016440436
0.06,1.205,-0.0025614968
0.07,1.205,-0.003915982
0.08,1.205,-0.0058825477
0.09,1.205,-0.008685908
0.1,1.205,-0.012607274
0.11,1.205,-0.017987132
0.12,1.205,-0.025223177
0.13,1.205,-0.03475991
0.14,1.205,-0.04707104
0.15,1.205,-0.06262841
0.16,1.205,-0.08186104
0.17,1.205,-0.10510357
0.18,1.205,-0.13253671
0.19,1.205,-0.16412544
0.2,1.205,-0.19956188
0.21,1.205,-0.23822139
0.22,1.205,-0.27914134
0.23,1.205,-0.32102925
0.24,1.205,-0.3623076
0.25,1.205,-0.40119576
0.26,1.205,-0.43582603
0.27,1.205,-0.46438506
0.28,1.205,-0.48526576
0.29,1.205,-0.49721506
0.3,1.205,-0.49945503
0.31,1.205,-0.4917664
0.32,1.205,-0.47451726
0.33,1.205,-0.44863564
0.34,1.205,-0.41552806
0.35000000000000003,1.205,-0.37695113
0.36,1.205,-0.33485678
0.37,1.205,-0.2912271
0.38,1.205,-0.24791917
0.39,1.205,-0.20653845
0.4,1.205,-0.16835089
0.41000000000000003,1.205,-0.13423817
0.42,1.205,-0.10469889
0.43,1.205,-0.07988552
0.44,1.205,-0.05966916
0.45,1.205,-0.04371821
0.46,1.205,-0.031584874
0.47000000000000003,1.205,-0.02278499
0.48,1.205,-0.016868131
0.49,1.205,-0.0134735545
0.5,1.205,-0.012368548
0.51,1.205,-0.0134735545
0.52,1.205,-0.016868131
0.53,1.205,-0.02278499
0.54,1.205,-0.031584874
0.55,1.205,-0.04371821
0.56,1.205,-0.05966916
0.5700000000000001,1.205,-0.07988552
0.58,1.205,-0.10469889
0.59,1.205,-0.13423817
0.6,1.205,-0.16835089
0.61,1.205,-0.20653845
0.62,1.205,-0.24791917
0.63,1.205,-0.2912271
0.64,1.205,-0.33485678
0.65,1.205,-0.37695113
0.66,1.205,-0.41552806
0.67,1.205,-0.44863564
0.68,1.205,-0.47451726
0.6900000000000001,1.205,-0.4917664
0.7000000000000001,1.205,-0.49945503
0.71,1.205,-0.49721506
0.72,1.205,-0.48526576
0.73,1.205,-0.46438506
0.74,1.205,-0.43582603
0.75,1.205,-0.40119576
0.76,1.205,-0.3623076
0.77,1.205,-0.32102925
0.78,1.205,-0.27914134
0.79,1.205,-0.23822139
0.8,1.205,-0.19956188
0.81,1.205,-0.16412544
0.8200000000000001,1.205,-0.13253671
0.8300000000000001,1.205,-0.10510357
0.84,1.205,-0.08186104
0.85,1.205,-0.06262841
0.86,1.205,-0.04707104
0.87,1.205,-0.03475991
0.88,1.205,-0.025223177
0.89,1.205,-0.017987132
0.9,1.205,-0.012607274
0.91,1.205,-0.008685908
0.92,1.205,-0.0058825477
0.93,1.205,-0.003915982
0.9400000000000001,1.205,-0.0025614968
0.9500000000000001,1.205,-0.0016440436
0.96,1.205,-0.0010315792
0.97,1.205,-0.00062490435
0.98,1.205,-0.00035159237
0.99,1.205,-0.00015741946
1.0,1.205,0.0

0.0,1.21,0.0
0.01,1.21,-0.00020178192
0.02,1.21,-0.00044851168
0.03,1.21,-0.00079271547
0.04,1.21,-0.0012989097
0.05,1.21,-0.0020541954
0.06,1.21,-0.003174082
0.07,1.21,-0.004811821
0.08,1.21,-0.0071669975
0.09,1.21,-0.010491876
0.1,1.21,-0.015097274
0.11,1.21,-0.021353139
0.12,1.21,-0.029682117
0.13,1.21,-0.04054613
0.14,1.21,-0.05442234
0.15,1.21,-0.071766876
0.16,1.21,-0.09296838
0.17,1.21,-0.118292354
0.18,1.21,-0.14781909
0.19,1.21,-0.18138427
0.2,1.21,-0.21852583
0.21,1.21,-0.25845194
0.22,1.21,-0.30003214
0.23,1.21,-0.34182438
0.24,1.21,-0.3821372
0.25,1.21,-0.41913083
0.26,1.21,-0.45094603
0.27,1.21,-0.47585353
0.28,1.21,-0.49240535
0.29,1.21,-0.49957272
0.3,1.21,-0.4968483
0.31,1.21,-0.484306
0.32,1.21,-0.46259972
0.33,1.21,-0.43290958
0.34,1.21,-0.39683452
0.35000000000000003,1.21,-0.3562496
0.36,1.21,-0.3131417
0.37,1.21,-0.2694491
0.38,1.21,-0.22691675
0.39,1.21,-0.18698803
0.4,1.21,-0.15073916
0.41000000000000003,1.21,-0.11885547
0.42,1.21,-0.09165175
0.43,1.21,-0.06912295
0.44,1.21,-0.05101752
0.45,1.21,-0.03691735
0.46,1.21,-0.026322147
0.47000000000000003,1.21,-0.01872146
0.48,1.21,-0.013657708
0.49,1.21,-0.010771684
0.5,1.21,-0.009835549
0.51,1.21,-0.010771684
0.52,1.21,-0.013657708
0.53,1.21,-0.01872146
0.54,1.21,-0.026322147
0.55,1.21,-0.03691735
0.56,1.21,-0.05101752
0.5700000000000001,1.21,-0.06912295
0.58,1.21,-0.09165175
0.59,1.21,-0.11885547
0.6,1.21,-0.15073916
0.61,1.21,-0.18698803
0.62,1.21,-0.22691675
0.63,1.21,-0.2694491
0.64,1.21,-0.3131417
0.65,1.21,-0.3562496
0.66,1.21,-0.39683452
0.67,1.21,-0.43290958
0.68,1.21,-0.46259972
0.6900000000000001,1.21,-0.484306
0.7000000000000001,1.21,-0.4968483
0.71,1.21,-0.49957272
0.72,1.21,-0.49240535
0.73,1.21,-0.47585353
0.74,1.21,-0.45094603
0.75,1.21,-0.41913083
0.76,1.21,-0.3821372
0.77,1.21,-0.34182438
0.78,1.21,-0.30003214
0.79,1.21,-0.25845194
0.8,1.21,-0.21852583
0.81,1.21,-0.18138427
0.8200000000000001,1.21,-0.14781909
0.8300000000000001,1.21,-0.118292354
0.84,1.21,-0.09296838
0.85,1.21,-0.071766876
0.86,1.21,-0.05442234
0.87,1.21,-0.04054613
0.88,1.21,-0.029682117
0.89,1.21,-0.021353139
0.9,1.21,-0.015097274
0.91,1.21,-0.010491876
0.92,1.21,-0.0071669975
0.93,1.21,-0.004811821
0.9400000000000001,1.21,-0.003174082
0.9500000000000001,1.21,-0.0020541954
0.96,1.21,-0.0012989097
0.97,1.21,-0.00079271547
0.98,1.21,-0.00044851168
0.99,1.21,-0.00020178192
1.0,1.21,0.0

0.0,1.215,0.0
0.01,1.215,-0.00025738135
0.02,1.215,-0.0005697995
0.03,1.215,-0.0010010242
0.04,1.215,-0.001628513
0.05,1.215,-0.0025554972
0.06,1.215,-0.00391613
0.07,1.215,-0.0058870194
0.08,1.215,-0.008693873
0.09,1.215,-0.012617974
0.1,1.215,-0.017999891
0.11,1.215,-0.025237424
0.12,1.215,-0.034774814
0.13,1.215,-0.0470854
0.14,1.215,-0.06264073
0.15,1.215,-0.08186959
0.16,1.215,-0.10510634
0.17,1.215,-0.13253184
0.18,1.215,-0.16411108
0.19,1.215,-0.19953719
0.2,1.215,-0.23818591
0.21,1.215,-0.279096
0.22,1.215,-0.32097596
0.23,1.215,-0.36224964
0.24,1.215,-0.401137
0.25,1.215,-0.43577132
0.26,1.215,-0.4643391
0.27,1.215,-0.48523307
0.28,1.215,-0.49719885
0.29,1.215,-0.49945742
0.3,1.215,-0.49178708
0.31,1.215,-0.47455463
0.32,1.215,-0.4486862
0.33,1.215,-0.41558728
0.34,1.215,-0.3770135
0.35000000000000003,1.215,-0.3349173
0.36,1.215,-0.29128045
0.37,1.215,-0.24796116
0.38,1.215,-0.20656523
0.39,1.215,-0.16835757
0.4,1.215,-0.13421874
0.41000000000000003,1.215,-0.104642764
0.42,1.215,-0.079773344
0.43,1.215,-0.05946622
0.44,1.215,-0.043367192
0.45,1.215,-0.03099273
0.46,1.215,-0.02180805
0.47000000000000003,1.215,-0.015292164
0.48,1.215,-0.010991716
0.49,1.215,-0.008557286
0.5,1.215,-0.007770618
0.51,1.215,-0.008557286
0.52,1.215,-0.010991716
0.53,1.215,-0.015292164
0.54,1.215,-0.02180805
0.55,1.215,-0.03099273
0.56,1.215,-0.043367192
0.5700000000000001,1.215,-0.05946622
0.58,1.215,-0.079773344
0.59,1.215,-0.104642764
0.6,1.215,-0.13421874
0.61,1.215,-0.16835757
0.62,1.215,-0.20656523
0.63,1.215,-0.24796116
0.64,1.215,-0.29128045
0.65,1.215,-0.3349173
0.66,1.215,-0.3770135
0.67,1.215,-0.41558728
0.68,1.215,-0.4486862
0.6900000000000001,1.215,-0.47455463
0.7000000000000001,1.215,-0.49178708
0.71,1.215,-0.49945742
0.72,1.215,-0.49719885
0.73,1.215,-0.48523307
0.74,1.215,-0.4643391
0.75,1.215,-0.43577132
0.76,1.215,-0.401137
0.77,1.215,-0.36224964
0.78,1.215,-0.32097596
0.79,1.215,-0.279096
0.8,1.215,-0.23818591
0.81,1.215,-0.19953719
0.8200000000000001,1.215,-0.16411108
0.8300000000000001,1.215,-0.13253184
0.84,1.215,-0.10510634
0.85,1.215,-0.08186959
0.86,1.215,-0.06264073
0.87,1.215,-0.0470854
0.88,1.215,-0.034774814
0.89,1.215,-0.025237424
0.9,1.215,-0.017999891
0.91,1.215,-0.012617974
0.92,1.215,-0.008693873
0.93,1.215,-0.0058870194
0.9400000000000001,1.215,-0.00391613
0.9500000000000001,1.215,-0.0025554972
0.96,1.215,-0.001628513
0.97,1.215,-0.0010010242
0.98,1.215,-0.0005697995
0.99,1.215,-0.00025738135
1.0,1.215,0.0

0.0,1.22,0.0
0.01,1.22,-0.00032673997
0.02,1.22,-0.00072078896
0.03,1.22,-0.0012583989
0.04,1.22,-0.00203299
0.05,1.22,-0.0031652113
0.06,1.22,-0.004810742
0.07,1.22,-0.007171209
0.08,1.22,-0.01050006
0.09,1.22,-0.015108525
0.1,1.22,-0.021366412
0.11,1.22,-0.029696673
0.12,1.22,-0.040560808
0.13,1.22,-0.054435853
0.14,1.22,-0.07177749
0.15,1.22,-0.09297427
0.16,1.22,-0.11829148
0.17,1.22,-0.14780976
0.18,1.22,-0.18136479
0.19,1.22,-0.21849577
0.2,1.22,-0.25841135
0.21,1.22,-0.29998255
0.22,1.22,-0.3417682
0.23,1.22,-0.38207832
0.24,1.22,-0.41907352
0.25,1.22,-0.45089516
0.26,1.22,-0.47581375
0.27,1.22,-0.49238056
0.28,1.22,-0.49956554
0.29,1.22,-0.49685988
0.3,1.22,-0.48433533
0.31,1.22,-0.46264425
0.32,1.22,-0.43296507
0.33,1.22,-0.39689627
0.34,1.22,-0.3563119
0.35000000000000003,1.22,-0.31319985
0.36,1.22,-0.2694986
0.37,1.22,-0.22695404
0.38,1.22,-0.18701078
